"Analyze-25 Year	",,,,,,,,,,,,,,,,,
Denys T.; Broekx S.; Govaerts L.; Panis L.I.,"Denys, Tobias (22984635000); Broekx, Steven (22984162600); Govaerts, Leen (6701430587); Panis, Luc Int (55667470800)",22984635000; 22984162600; 6701430587; 55667470800,"Combination of an on-board logging device with can-interface, GPS, GPRS, and internet for surveying long term travel and driving behaviour",2007,"14th World Congress on Intelligent Transport Systems, ITS 2007",7,,,4980,4991,11,1,,Conference paper,Final,,2-s2.0-84893536609
Renström A.,"Renström, A. (25929491000)",25929491000,Truck fleet utilisation and fuel saving in aitik,2007,Australasian Institute of Mining and Metallurgy Publication Series,,,,107,111,4,4,,Conference paper,Final,,2-s2.0-58049149289
Zarkadoula M.; Zoidis G.; Tritopoulou E.,"Zarkadoula, Maria (17347231400); Zoidis, Grigoris (56070578000); Tritopoulou, Efthymia (6508097107)",17347231400; 56070578000; 6508097107,Training urban bus drivers to promote smart driving: A note on a Greek eco-driving pilot program,2007,Transportation Research Part D: Transport and Environment,12,6,,449,451,2,153,10.1016/j.trd.2007.05.002,Article,Final,,2-s2.0-34547183375
Tamano A.,"Tamano, Akio (24776951400)",24776951400,Technology trend of automobile fuel efficiency,2008,Nihon Enerugi Gakkaishi/Journal of the Japan Institute of Energy,87,7,,493,498,5,1,,Review,Final,,2-s2.0-51349158025
Beusen B.; Denys T.,"Beusen, Bart (23011195400); Denys, Tobias (22984635000)",23011195400; 22984635000,"Experiences using an on-board logging device with can-interface, GPS, GPRS, and WIFI for surveying long term driving behavior",2008,15th World Congress on Intelligent Transport Systems and ITS America Annual Meeting 2008,4,,,2781,2791,10,2,,Conference paper,Final,,2-s2.0-84879018453
Margaret Bell C.B.E.; Rhys-Tyler G.,"Margaret Bell, C.B.E. (55765495900); Rhys-Tyler, Glyn (6504080993)",55765495900; 6504080993,Understanding the effects on tailpipe emissions of integrated vehicle and systems technologies,2008,15th World Congress on Intelligent Transport Systems and ITS America Annual Meeting 2008,10,,,6718,6729,11,2,,Conference paper,Final,,2-s2.0-84879014665
Myhrberg S.,"Myhrberg, Stefan (55754466200)",55754466200,Saving fuel and environment with intelligent speed adaptation,2008,15th World Congress on Intelligent Transport Systems and ITS America Annual Meeting 2008,8,,,5423,5427,4,14,,Conference paper,Final,,2-s2.0-84878942249
Pettersson O.; Gustafsson I.,"Pettersson, Ove (55763769800); Gustafsson, Inger (55755120700)",55763769800; 55755120700,Rewarding smart driving experiences from sweden,2008,15th World Congress on Intelligent Transport Systems and ITS America Annual Meeting 2008,8,,,5255,5262,7,0,,Conference paper,Final,,2-s2.0-84878932390
Saito A.; Ueki S.; Nagatomi Y.; Sawazu N.; Takada Y.,"Saito, Akira (14030611000); Ueki, Shigeru (14030892700); Nagatomi, Yayoi (55689231500); Sawazu, Naoya (35754834900); Takada, Yutaka (8702956400)",14030611000; 14030892700; 55689231500; 35754834900; 8702956400,Analysis of CO2 reduction mechanism by eco-driving with light duty diesel freight vehicle in real traffic conditions,2008,SAE Technical Papers,,,,,,,7,10.4271/2008-01-1304,Conference paper,Final,,2-s2.0-85072473706
Liimatainen H.,"Liimatainen, Heikki (57110111300)",57110111300,Fair and intelligent ecodriving incentive system for hdv drivers,2008,15th World Congress on Intelligent Transport Systems and ITS America Annual Meeting 2008,4,,,2870,2877,7,0,,Conference paper,Final,,2-s2.0-84879016219
Yoshihashi T.; Iwase Y.,"Yoshihashi, Toshihiro (55762945600); Iwase, Yoshitomo (55762642900)",55762945600; 55762642900,Promotion of ecology-conscious driving using the internet,2008,15th World Congress on Intelligent Transport Systems and ITS America Annual Meeting 2008,7,,,4984,4995,11,0,,Conference paper,Final,,2-s2.0-84878934488
Beusen B.; Denys T.,"Beusen, B. (23011195400); Denys, T. (22984635000)",23011195400; 22984635000,Long-term effect of eco-driving education on fuel consumption using an on-board logging device,2008,WIT Transactions on the Built Environment,101,,,395,403,8,6,10.2495/UT080391,Conference paper,Final,All Open Access; Bronze Open Access,2-s2.0-58849094028
Takahashi Y.; Hirayama K.; Iwaki K.; Suzuki H.; Tanaka T.,"Takahashi, Yoshihiko (57197248202); Hirayama, Kentaro (57206383231); Iwaki, Kenichi (26422240300); Suzuki, Hiroyuki (57201136731); Tanaka, Toshiaki (57688382600)",57197248202; 57206383231; 26422240300; 57201136731; 57688382600,Optimum ecology driving for electrical vehicle and fabrication of small fuel cell electrical vehicle,2008,"2008 IEEE International Conference on Sustainable Energy Technologies, ICSET 2008",,,4747072,568,573,5,4,10.1109/ICSET.2008.4747072,Conference paper,Final,,2-s2.0-62949104708
,,,News: Downstream: Jumping on the eco-driving bandwagon,2008,Petroleum Review,62,732,,6,,,0,,Note,Final,,2-s2.0-38349063248
Tham M.; Lundebye A.,"Tham, Mathilda (57190246227); Lundebye, Anette (55341536700)",57190246227; 55341536700,The experience of sustainability - Applying metadesign to invite emotions to further the design of sustainable futures,2008,Proceedings from the 6th Conference on Design and Emotion 2008,,,,,,13,0,,Conference paper,Final,,2-s2.0-84865239555
Chu K.-H.; Joseph S.R.H.,"Chu, Kar-Hai (26031290500); Joseph, Samuel R. H. (56229332400)",26031290500; 56229332400,Second life prototyping of augmented automobile navigation assistance,2008,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC",,,4732579,389,394,5,2,10.1109/ITSC.2008.4732579,Conference paper,Final,,2-s2.0-60749083199
Rose G.; Symmons M.,"Rose, Geoff (55237309200); Symmons, Mark (6603473749)",55237309200; 6603473749,Testing EcoDriver training in Australian conditions,2008,"31st Australasian Transport Research Forum, ATRF 2008",,,,183,193,10,1,,Conference paper,Final,,2-s2.0-84866301064
Myhrberg S.,"Myhrberg, Stefan (55754466200)",55754466200,Green speed - Saving fuel and environment with intelligent speed adaptation in stockholm,2009,16th ITS World Congress,,,,,,,0,,Conference paper,Final,,2-s2.0-84954474872
Rhys-Tyler G.A.; Bell M.C.,"Rhys-Tyler, Glyn A. (6504080993); Bell, Margaret C. (7401466601)",6504080993; 7401466601,Influencing driver behaviour for environmental benefit: The role of its technologies,2009,16th ITS World Congress,,,,,,,3,,Conference paper,Final,,2-s2.0-84954561403
Hiraoka T.; Terakado Y.; Matsumoto S.; Yamabe S.,"Hiraoka, Toshihiro (7101997131); Terakado, Yasuhiro (57062811500); Matsumoto, Shuichi (35321492600); Yamabe, Shigeyuki (36449603100)",7101997131; 57062811500; 35321492600; 36449603100,Quantitative evaluation of eco-driving on fuel consumption based on driving simulator experiments,2009,16th ITS World Congress,,,,,,,38,,Conference paper,Final,,2-s2.0-84954513107
Michel G.; Du Lac N.,"Michel, Gilles (17435271500); Du Lac, Nicolas (17433938300)",17435271500; 17433938300,"Safedriver, A technology for driver behaviour studies",2009,16th ITS World Congress,,,,,,,0,,Conference paper,Final,,2-s2.0-84954470330
Onoda T.,"Onoda, Takao (31967829600)",31967829600,IEA policies-G8 recommendations and an afterwards,2009,Energy Policy,37,10,,3823,3831,8,37,10.1016/j.enpol.2009.07.021,Article,Final,,2-s2.0-69949124750
Meissner M.; Croonen G.; Maurer P.; Seger A.; Spielhofer R.,"Meissner, Markus (7102831773); Croonen, Gerardus (36602313000); Maurer, Peter (35834542700); Seger, Alexander (58586450200); Spielhofer, Roland (14071011500)",7102831773; 36602313000; 35834542700; 58586450200; 14071011500,An in-car-telematic-system for driving learners to drive foresightedly and economically,2009,Intelligent Transportation Society of America - 12th World Congress on Intelligent Transport Systems 2005,4,,,2535,2539,4,0,,Conference paper,Final,,2-s2.0-84878475434
Pérez D.; Espinosa F.; Mazo M.; Jiménez J.A.; Santiso E.; Gardel A.; Wefky A.M.,"Pérez, D. (56686237900); Espinosa, F. (7004703047); Mazo, M. (7005822576); Jiménez, J.A. (57199672724); Santiso, E. (6508018795); Gardel, A. (6601996685); Wefky, A.M. (35209318100)",56686237900; 7004703047; 7005822576; 57199672724; 6508018795; 6601996685; 35209318100,Electronic application to evaluate the driver's activity on the polluting emissions of road traffic,2009,WIT Transactions on Ecology and the Environment,123,,,247,258,11,3,10.2495/AIR090231,Article,Final,All Open Access; Bronze Open Access,2-s2.0-71549152544
Barth M.; Boriboonsomsin K.,"Barth, Matthew (56028681700); Boriboonsomsin, Kanok (14622172500)",56028681700; 14622172500,Environmentally beneficial Intelligent Transportation Systems,2009,IFAC Proceedings Volumes (IFAC-PapersOnline),42,15,,342,345,3,20,10.3182/20090902-3-US-2007.0086,Conference paper,Final,,2-s2.0-79960934689
Spielhofer R.; Maurer P.; Meissner M.; Machata K.; Widmann N.,"Spielhofer, Roland (14071011500); Maurer, Peter (35834542700); Meissner, Markus (7102831773); Machata, Klaus (14070342100); Widmann, Nik (14070815600)",14071011500; 35834542700; 7102831773; 14070342100; 14070815600,Roncalli - Bringing position dependent real-time information to the driver,2009,Intelligent Transportation Society of America - 12th World Congress on Intelligent Transport Systems 2005,5,,,3124,3132,8,0,,Conference paper,Final,,2-s2.0-84878499885
Shimizu R.; Tsuda Y.; Shimizu S.; Sone H.; Ozawa T.,"Shimizu, Ryoichi (57061822900); Tsuda, Yoshiaki (55754231100); Shimizu, Satoshi (57061525600); Sone, Hisao (57061965300); Ozawa, Tadashi (57061638500)",57061822900; 55754231100; 57061525600; 57061965300; 57061638500,Development of energy-saving automatic driving support technology for advanced its,2009,16th ITS World Congress,,,,,,,1,,Conference paper,Final,,2-s2.0-84954550275
Young M.S.; Birrell S.A.; Stanton N.A.,"Young, Mark S. (7404194244); Birrell, Stewart A. (56723781000); Stanton, Neville A. (57214327779)",7404194244; 56723781000; 57214327779,Design for smart driving: A tale of two interfaces,2009,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),5639 LNAI,,,477,485,8,6,10.1007/978-3-642-02728-4_51,Conference paper,Final,All Open Access; Bronze Open Access,2-s2.0-76249123321
Beusen B.; Broekx S.; Denys T.; Beckx C.; Degraeuwe B.; Gijsbers M.; Scheepers K.; Govaerts L.; Torfs R.; Panis L.I.,"Beusen, Bart (23011195400); Broekx, Steven (22984162600); Denys, Tobias (22984635000); Beckx, Carolien (25636763600); Degraeuwe, Bart (26535723600); Gijsbers, Maarten (34874704300); Scheepers, Kristof (34875738400); Govaerts, Leen (6701430587); Torfs, Rudi (6602281468); Panis, Luc Int (55667470800)",23011195400; 22984162600; 22984635000; 25636763600; 26535723600; 34874704300; 34875738400; 6701430587; 6602281468; 55667470800,Using on-board logging devices to study the longer-term impact of an eco-driving course,2009,Transportation Research Part D: Transport and Environment,14,7,,514,520,6,247,10.1016/j.trd.2009.05.009,Article,Final,,2-s2.0-69049111683
Mandava S.; Boriboonsomsin K.; Barth M.,"Mandava, Sindhura (35230119300); Boriboonsomsin, Kanok (14622172500); Barth, Matthew (56028681700)",35230119300; 14622172500; 56028681700,Arterial velocity planning based on traffic signal information under light traffic conditions,2009,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC",,,5309519,160,165,5,202,10.1109/ITSC.2009.5309519,Conference paper,Final,,2-s2.0-72449156148
Allen H.,"Allen, Heather (56265303500)",56265303500,Prevention or cure? Climate change remains high on the political agenda despite the financial and economic crisis: A call for action by uitp members,2009,Public Transport International,58,5,,44,45,1,0,,Article,Final,,2-s2.0-70350142649
Kamal M.A.S.; Mukai M.; Murata J.; Kawabe T.,"Kamal, M.A.S. (7202025866); Mukai, M. (15926260200); Murata, J. (35513633100); Kawabe, T. (35578256400)",7202025866; 15926260200; 35513633100; 35578256400,Development of ecological driving assist system model predictive approach in vehicle control,2009,16th ITS World Congress,,,,,,,4,,Conference paper,Final,,2-s2.0-84954494741
Saboohi Y.; Farzaneh H.,"Saboohi, Y. (55897518200); Farzaneh, H. (15848542900)",55897518200; 15848542900,Model for developing an eco-driving strategy of a passenger vehicle based on the least fuel consumption,2009,Applied Energy,86,10,,1925,1932,7,191,10.1016/j.apenergy.2008.12.017,Article,Final,,2-s2.0-64649102752
Ichihara T.; Kumano S.; Yamaguchi D.; Sato Y.; Suda Y.,"Ichihara, Takashi (57045504400); Kumano, Shiro (23397242700); Yamaguchi, Daisuke (36449522200); Sato, Yoichi (35230954300); Suda, Yoshihiro (7202303813)",57045504400; 23397242700; 36449522200; 35230954300; 7202303813,Driver assistance system for eco-driving,2009,16th ITS World Congress,,,,,,,9,,Conference paper,Final,,2-s2.0-84954538812
Söderlund P.; Axelsson M.; Johansson B.,"Söderlund, Pia (57224372555); Axelsson, Michael (57062173300); Johansson, Berit (57061598500)",57224372555; 57062173300; 57061598500,Its for our climate ecodriving for green transport and logistics authors,2009,16th ITS World Congress,,,,,,,0,,Conference paper,Final,,2-s2.0-84954518108
Kamal M.A.S.; Mukai M.; Murata J.; Kawabe T.,"Kamal, M.A.S. (7202025866); Mukai, M. (15926260200); Murata, J. (35513633100); Kawabe, T. (35578256400)",7202025866; 15926260200; 35513633100; 35578256400,Development of ecological driving system using model predictive control,2009,"ICCAS-SICE 2009 - ICROS-SICE International Joint Conference 2009, Proceedings",,,5335186,3549,3554,5,20,,Conference paper,Final,,2-s2.0-77951104396
Brake J.; Fairchild R.; Murphy S.; Thorpe N.,"Brake, Jenny (7005578712); Fairchild, Richard (36683832100); Murphy, Stephanie (57061538300); Thorpe, Neil (6603071950)",7005578712; 36683832100; 57061538300; 6603071950,Stakeholder requirements for advanced driver assistance systems to encourage safe and green driving,2009,16th ITS World Congress,,,,,,,0,,Conference paper,Final,,2-s2.0-84954495906
Burbank C.J.,"Burbank, Cynthia J. (6507205883)",6507205883,10 Key strategies to reduce transportation greenhouse gases (ghg),2009,Institute of Transportation Engineers Annual Meeting and Exhibit 2009,1,,,1,11,10,0,,Conference paper,Final,,2-s2.0-84873503239
Visveswaran A.,"Visveswaran, Abhishek (28367981800)",28367981800,Going green - The 'ITS' way,2009,GEO: connexion,8,7,,38,39,1,0,,Short survey,Final,,2-s2.0-67651089885
Barth M.; Boriboonsomsin K.,"Barth, Matthew (56028681700); Boriboonsomsin, Kanok (14622172500)",56028681700; 14622172500,Energy and emissions impacts of a freeway-based dynamic eco-driving system,2009,Transportation Research Part D: Transport and Environment,14,6,,400,410,10,502,10.1016/j.trd.2009.01.004,Article,Final,,2-s2.0-67649516713
Meschtscherjakov A.; Wilfinger D.; Scherndl T.; Tscheligi M.,"Meschtscherjakov, Alexander (23467162500); Wilfinger, David (18938224300); Scherndl, Thomas (27868026900); Tscheligi, Manfred (56948770700)",23467162500; 18938224300; 27868026900; 56948770700,Acceptance of future persuasive in-car interfaces towards a more economic driving behaviour,2009,"Proceedings of the 1st International Conference on Automotive User Interfaces and Interactive Vehicular Applications, AutomotiveUI 2009",,,1620526,81,88,7,101,10.1145/1620509.1620526,Conference paper,Final,All Open Access; Green Open Access,2-s2.0-70350639121
Berge T.,"Berge, Truls (55190772200)",55190772200,Driving pattern in crossings and roundabouts and its consequences for noise emissions,2009,"38th International Congress and Exposition on Noise Control Engineering 2009, INTER-NOISE 2009",4,,,2304,2312,8,1,,Conference paper,Final,,2-s2.0-84869995799
Sato S.; Suzuki H.; Miya M.; Iida N.,"Sato, Susumu (55628549771); Suzuki, Hisakazu (14046176400); Miya, Masayoshi (55680187300); Iida, Norimasa (7101882126)",55628549771; 14046176400; 55680187300; 7101882126,Analysis of the effect of eco-driving with early shift-up on real-world emission,2010,SAE Technical Papers,,,,,,,10,10.4271/2010-01-2279,Conference paper,Final,,2-s2.0-85072360143
Albrecht T.; Gassel C.; Binder A.; Van Luipen J.,"Albrecht, T. (56992441500); Gassel, C. (55360776300); Binder, A. (36458277900); Van Luipen, J. (35754159800)",56992441500; 55360776300; 36458277900; 35754159800,Dealing with operational constraints in energy efficient driving,2010,IET Seminar Digest,2010,13342,22,,,,37,10.1049/ic.2010.0028,Conference paper,Final,,2-s2.0-77956277983
Asadi B.; Zhang C.; Vahidi A.,"Asadi, Behrang (37109413700); Zhang, Chen (55703951100); Vahidi, Ardalan (6603940713)",37109413700; 55703951100; 6603940713,The role of traffic flow preview for planning fuel optimal vehicle velocity,2010,"ASME 2010 Dynamic Systems and Control Conference, DSCC2010",2,,,813,819,6,17,10.1115/DSCC2010-4083,Conference paper,Final,,2-s2.0-79958237919
Carslaw D.C.; Goodman P.S.; Lai F.C.H.; Carsten O.M.J.,"Carslaw, David C. (6603518225); Goodman, Paul S. (8621897100); Lai, Frank C.H. (26634107400); Carsten, Oliver M.J. (6506279289)",6603518225; 8621897100; 26634107400; 6506279289,Comprehensive analysis of the carbon impacts of vehicle intelligent speed control,2010,Atmospheric Environment,44,23,,2674,2680,6,20,10.1016/j.atmosenv.2010.04.046,Article,Final,,2-s2.0-77953812051
Mikami Y.; Takahashi M.; Nishimura H.,"Mikami, Yoshihiko (37087362000); Takahashi, Masaki (7406846479); Nishimura, Hidekazu (8708495100)",37087362000; 7406846479; 8708495100,Adaptive cruise control in consideration of trade-off between following capability to a leading vehicle and reduction of fuel consumption,2010,"MOVIC 2010 - 10th International Conference on Motion and Vibration Control, Proceedings",,,,,,,0,,Conference paper,Final,,2-s2.0-85119102960
Riener A.; Ferscha A.; Frech P.; Hackl M.; Kaltenberger M.,"Riener, A. (23012938100); Ferscha, A. (6701318941); Frech, P. (38761160100); Hackl, M. (38761466000); Kaltenberger, M. (38761408800)",23012938100; 6701318941; 38761160100; 38761466000; 38761408800,Subliminal vibro-tactile based notification of CO2 economy while driving,2010,"AutomotiveUI 2010 - 2nd International Conference on Automotive User Interfaces and Interactive Vehicular Applications, Conference Proceedings",,,,92,101,9,26,10.1145/1969773.1969790,Conference paper,Final,,2-s2.0-79955949496
Kamal M.A.S.; Mukai M.; Murata J.; Kawabe T.,"Kamal, M.A.S. (7202025866); Mukai, M. (15926260200); Murata, J. (35513633100); Kawabe, T. (35578256400)",7202025866; 15926260200; 35513633100; 35578256400,Ecological driver assistance system using model-based anticipation of vehicle-road-traffic information,2010,IET Intelligent Transport Systems,4,4,,244,251,7,88,10.1049/iet-its.2009.0127,Conference paper,Final,,2-s2.0-78751561350
Takahira R.,"Takahira, Ricardo (57195543581)",57195543581,Eco Navigation with Vehicle interaction,2010,SAE Technical Papers,2010-October,October,,,,,0,10.4271/2010-36-0280,Conference paper,Final,,2-s2.0-85028715747
Int Panis L.; de Geus B.; Vandenbulcke G.; Willems H.; Degraeuwe B.; Bleux N.; Mishra V.; Thomas I.; Meeusen R.,"Int Panis, Luc (55667470800); de Geus, Bas (15126985900); Vandenbulcke, Grégory (24342503500); Willems, Hanny (36009234800); Degraeuwe, Bart (26535723600); Bleux, Nico (10640829600); Mishra, Vinit (58335308400); Thomas, Isabelle (7102515269); Meeusen, Romain (7003420352)",55667470800; 15126985900; 24342503500; 36009234800; 26535723600; 10640829600; 58335308400; 7102515269; 7003420352,Exposure to particulate matter in traffic: A comparison of cyclists and car passengers,2010,Atmospheric Environment,44,19,,2263,2270,7,356,10.1016/j.atmosenv.2010.04.028,Article,Final,,2-s2.0-77953086968
Wu G.; Boriboonsomsin K.; Zhang W.-B.; Li M.; Barth M.,"Wu, Guoyuan (55483767300); Boriboonsomsin, Kanok (14622172500); Zhang, Wei-Bin (55706386600); Li, Meng (57138770600); Barth, Matthew (56028681700)",55483767300; 14622172500; 55706386600; 57138770600; 56028681700,Energy and emission benefit comparison of stationary and in-vehicle advanced driving alert systems,2010,Transportation Research Record,,2189,,98,106,8,40,10.3141/2189-11,Article,Final,,2-s2.0-79551582220
,,,"3rd Conference on Smart Spaces, ruSMART 2010 and 10th International Conference on Next Generation Teletraffic and Wired/Wireless Advanced Networking, NEW2AN 2010",2010,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),6294 LNCS,,,,,484,0,,Conference review,Final,,2-s2.0-85036597841
Lee H.; Lee W.; Lim Y.-K.,"Lee, Heewon (36095758500); Lee, Woohun (16645990900); Lim, Youn-Kyung (14826668700)",36095758500; 16645990900; 14826668700,The effect of eco-driving system towards sustainable driving behavior,2010,Conference on Human Factors in Computing Systems - Proceedings,,,,4255,4260,5,25,10.1145/1753846.1754135,Conference paper,Final,,2-s2.0-77953084407
Hiraoka T.; Nishikawa S.; Yamabe S.; Matsumoto S.,"Hiraoka, Toshihiro (7101997131); Nishikawa, Seimei (55753465100); Yamabe, Shigeyuki (36449603100); Matsumoto, Shuichi (35321492600)",7101997131; 55753465100; 36449603100; 35321492600,Sustainability verification of eco-driving behavior based on driving simulator experiments,2010,17th ITS World Congress,,,,,,,5,,Conference paper,Final,,2-s2.0-84953923985
Ferebee S.S.,"Ferebee, Susan Shepherd (23396922100)",23396922100,Successful persuasive technology for behavior reduction: Mapping to Fogg's Gray Behavior Grid,2010,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),6137 LNCS,,,70,81,11,9,10.1007/978-3-642-13226-1_9,Conference paper,Final,,2-s2.0-77954637924
Sicre C.; Cucala P.; Fernández A.; Jiménez J.A.; Ribera I.; Serrano A.,"Sicre, C. (26023776400); Cucala, P. (6504771764); Fernández, A. (55293075100); Jiménez, J.A. (57199672724); Ribera, I. (36678008000); Serrano, A. (57214500250)",26023776400; 6504771764; 55293075100; 57199672724; 36678008000; 57214500250,A method to optimise train energy consumption combining manual energy efficient driving and scheduling,2010,WIT Transactions on the Built Environment,114,,,549,560,11,46,10.2495/CR100511,Conference paper,Final,All Open Access; Bronze Open Access,2-s2.0-78649402217
Acquaye A.A.; Duffy A.P.,"Acquaye, Adolf A. (34879448200); Duffy, Aidan P. (23485005300)",34879448200; 23485005300,Input-output analysis of Irish construction sector greenhouse gas emissions,2010,Building and Environment,45,3,,784,791,7,205,10.1016/j.buildenv.2009.08.022,Article,Final,,2-s2.0-70449526783
Kuriyama M.; Yamamoto S.; Miyatake M.,"Kuriyama, Motoi (36773373400); Yamamoto, Sou (55475511400); Miyatake, Masafumi (57218668405)",36773373400; 55475511400; 57218668405,Theoretical study on eco-driving technique for an electric vehicle with dynamic programming,2010,"2010 International Conference on Electrical Machines and Systems, ICEMS2010",,,5663859,2026,2030,4,41,,Conference paper,Final,,2-s2.0-78651350138
Taniguchi M.,"Taniguchi, Masaaki (57207406637)",57207406637,Eco-driving for Reducing Fuel Consumption,2010,Journal of the Institute of Electrical Engineers of Japan,130,9,,608,611,3,0,10.1541/ieejjournal.130.608,Article,Final,,2-s2.0-85024460965
